Segment,AnnualFee,CashBackRate,IntroAPR,DigitalFeature,APR,Perk,Profit
All,$95 ,1%,0% for 12 months,Spend Insights,15%,Airport Lounge,220.6645373
All,$95 ,1%,0% for 12 months,Spend Insights,15%,Travel Insurance,220.5369436
All,$95 ,1%,0% for 12 months,Spend Insights,20%,None,331.0305631
All,$95 ,1%,0% for 12 months,Spend Insights,20%,Airport Lounge,389.853555
All,$95 ,1%,0% for 12 months,Spend Insights,20%,Travel Insurance,389.5205296
All,$95 ,1%,0% for 12 months,Spend Insights,25%,None,305.047341
All,$95 ,1%,0% for 12 months,Spend Insights,25%,Airport Lounge,415.3453714
All,$95 ,1%,0% for 12 months,Spend Insights,25%,Travel Insurance,414.8446982
All,$95 ,1%,0% for 12 months,Spend Insights,30%,None,193.1153108
All,$95 ,1%,0% for 12 months,Spend Insights,30%,Airport Lounge,303.1255647
All,$95 ,1%,0% for 12 months,Spend Insights,30%,Travel Insurance,302.615624
All,$95 ,1%,0% for 12 months,Budget Coaching,15%,None,238.9845341
All,$95 ,1%,0% for 12 months,Budget Coaching,15%,Airport Lounge,217.146167
All,$95 ,1%,0% for 12 months,Budget Coaching,15%,Travel Insurance,217.0291471
All,$95 ,1%,0% for 12 months,Budget Coaching,20%,None,341.4010755
All,$95 ,1%,0% for 12 months,Budget Coaching,20%,Airport Lounge,394.5310709
All,$95 ,1%,0% for 12 months,Budget Coaching,20%,Travel Insurance,394.2139616
All,$95 ,1%,0% for 12 months,Budget Coaching,25%,None,319.6521873
All,$95 ,1%,0% for 12 months,Budget Coaching,25%,Airport Lounge,427.3984073
All,$95 ,1%,0% for 12 months,Budget Coaching,25%,Travel Insurance,426.9076618
All,$95 ,1%,0% for 12 months,Budget Coaching,30%,None,205.3840584
All,$95 ,1%,0% for 12 months,Budget Coaching,30%,Airport Lounge,317.7014124
All,$95 ,1%,0% for 12 months,Budget Coaching,30%,Travel Insurance,317.1836471
All,$95 ,1%,0% for 18 months,Basic App,15%,None,84.26119771
All,$95 ,1%,0% for 18 months,Basic App,15%,Airport Lounge,33.64630064
All,$95 ,1%,0% for 18 months,Basic App,15%,Travel Insurance,33.62455743
All,$95 ,1%,0% for 18 months,Basic App,20%,None,198.873906
All,$95 ,1%,0% for 18 months,Basic App,20%,Airport Lounge,218.4442381
All,$95 ,1%,0% for 18 months,Basic App,20%,Travel Insurance,218.2390569
All,$95 ,1%,0% for 18 months,Basic App,25%,None,201.5354421
All,$95 ,1%,0% for 18 months,Basic App,25%,Airport Lounge,268.4629532
All,$95 ,1%,0% for 18 months,Basic App,25%,Travel Insurance,268.1142796
All,$95 ,1%,0% for 18 months,Basic App,30%,None,129.6554892
All,$95 ,1%,0% for 18 months,Basic App,30%,Airport Lounge,200.2037543
All,$95 ,1%,0% for 18 months,Basic App,30%,Travel Insurance,199.8505313
All,$95 ,1%,0% for 18 months,Spend Insights,15%,None,93.52346768
All,$95 ,1%,0% for 18 months,Spend Insights,15%,Airport Lounge,28.98292386
All,$95 ,1%,0% for 18 months,Spend Insights,15%,Travel Insurance,28.97015915
All,$95 ,1%,0% for 18 months,Spend Insights,20%,None,246.9601297
All,$95 ,1%,0% for 18 months,Spend Insights,20%,Airport Lounge,246.9702882
All,$95 ,1%,0% for 18 months,Spend Insights,20%,Travel Insurance,246.8040698
All,$95 ,1%,0% for 18 months,Spend Insights,25%,None,269.7778832
All,$95 ,1%,0% for 18 months,Spend Insights,25%,Airport Lounge,327.4691712
All,$95 ,1%,0% for 18 months,Spend Insights,25%,Travel Insurance,327.1439267
All,$95 ,1%,0% for 18 months,Spend Insights,30%,None,187.5039192
All,$95 ,1%,0% for 18 months,Spend Insights,30%,Airport Lounge,268.2850516
All,$95 ,1%,0% for 18 months,Spend Insights,30%,Travel Insurance,267.8885442
All,$95 ,1%,0% for 18 months,Budget Coaching,15%,None,88.95090926
All,$95 ,1%,0% for 18 months,Budget Coaching,15%,Airport Lounge,21.01340724
All,$95 ,1%,0% for 18 months,Budget Coaching,15%,Travel Insurance,21.00482258
All,$95 ,1%,0% for 18 months,Budget Coaching,20%,None,250.6189971
All,$95 ,1%,0% for 18 months,Budget Coaching,20%,Airport Lounge,245.1494961
All,$95 ,1%,0% for 18 months,Budget Coaching,20%,Travel Insurance,244.9952216
All,$95 ,1%,0% for 18 months,Budget Coaching,25%,None,279.3767064
All,$95 ,1%,0% for 18 months,Budget Coaching,25%,Airport Lounge,332.4620445
All,$95 ,1%,0% for 18 months,Budget Coaching,25%,Travel Insurance,332.1498441
All,$95 ,1%,0% for 18 months,Budget Coaching,30%,None,197.6398645
All,$95 ,1%,0% for 18 months,Budget Coaching,30%,Airport Lounge,277.8899942
All,$95 ,1%,0% for 18 months,Budget Coaching,30%,Travel Insurance,277.4950056
All,$95 ,2%,None,Basic App,15%,None,422.9126329
All,$95 ,2%,None,Basic App,15%,Airport Lounge,457.2789311
All,$95 ,2%,None,Basic App,15%,Travel Insurance,457.0078187
All,$95 ,2%,None,Basic App,20%,None,472.7773856
All,$95 ,2%,None,Basic App,20%,Airport Lounge,589.9478567
All,$95 ,2%,None,Basic App,20%,Travel Insurance,589.432951
All,$95 ,2%,None,Basic App,25%,None,403.1805404
All,$95 ,2%,None,Basic App,25%,Airport Lounge,570.5011091
All,$95 ,2%,None,Basic App,25%,Travel Insurance,569.8015951
All,$95 ,2%,None,Basic App,30%,None,247.3305363
All,$95 ,2%,None,Basic App,30%,Airport Lounge,400.6124301
All,$95 ,2%,None,Basic App,30%,Travel Insurance,399.9310461
All,$95 ,2%,None,Spend Insights,15%,None,490.7499221
All,$95 ,2%,None,Spend Insights,15%,Airport Lounge,493.5482444
All,$95 ,2%,None,Spend Insights,15%,Travel Insurance,493.3505774
All,$95 ,2%,None,Spend Insights,20%,None,586.4552455
All,$95 ,2%,None,Spend Insights,20%,Airport Lounge,671.4060505
All,$95 ,2%,None,Spend Insights,20%,Travel Insurance,670.9909965
All,$95 ,2%,None,Spend Insights,25%,None,536.615203
All,$95 ,2%,None,Spend Insights,25%,Airport Lounge,693.0123998
All,$95 ,2%,None,Spend Insights,25%,Travel Insurance,692.3713025
All,$95 ,2%,None,Spend Insights,30%,None,356.3414083
All,$95 ,2%,None,Spend Insights,30%,Airport Lounge,533.7895713
All,$95 ,2%,None,Spend Insights,30%,Travel Insurance,533.0388061
All,$95 ,2%,None,Budget Coaching,15%,None,495.6994917
All,$95 ,2%,None,Budget Coaching,15%,Airport Lounge,491.7361223
All,$95 ,2%,None,Budget Coaching,15%,Travel Insurance,491.5536899
All,$95 ,2%,None,Budget Coaching,20%,None,601.4738255
All,$95 ,2%,None,Budget Coaching,20%,Airport Lounge,677.9194117
All,$95 ,2%,None,Budget Coaching,20%,Travel Insurance,677.5282957
All,$95 ,2%,None,Budget Coaching,25%,None,558.4176612
All,$95 ,2%,None,Budget Coaching,25%,Airport Lounge,708.6894782
All,$95 ,2%,None,Budget Coaching,25%,Travel Insurance,708.0710915
All,$95 ,2%,None,Budget Coaching,30%,None,377.0508168
All,$95 ,2%,None,Budget Coaching,30%,Airport Lounge,555.5970441
All,$95 ,2%,None,Budget Coaching,30%,Travel Insurance,554.8474067
All,$95 ,2%,0% for 12 months,Basic App,15%,None,153.5413479
All,$95 ,2%,0% for 12 months,Basic App,15%,Airport Lounge,84.33939648
All,$95 ,2%,0% for 12 months,Basic App,15%,Travel Insurance,84.3151468
All,$95 ,2%,0% for 12 months,Basic App,20%,None,338.2102038
All,$95 ,2%,0% for 12 months,Basic App,20%,Airport Lounge,324.5642365
All,$95 ,2%,0% for 12 months,Basic App,20%,Travel Insurance,324.4159708
All,$95 ,2%,0% for 12 months,Basic App,25%,None,380.9785786
All,$95 ,2%,0% for 12 months,Basic App,25%,Airport Lounge,429.3389304
All,$95 ,2%,0% for 12 months,Basic App,25%,Travel Insurance,429.032779
All,$95 ,2%,0% for 12 months,Basic App,30%,None,286.199501
All,$95 ,2%,0% for 12 months,Basic App,30%,Airport Lounge,379.3204747
All,$95 ,2%,0% for 12 months,Basic App,30%,Travel Insurance,378.8794074
All,$95 ,2%,0% for 12 months,Spend Insights,15%,None,158.6451852
All,$95 ,2%,0% for 12 months,Spend Insights,15%,Airport Lounge,78.86677854
All,$95 ,2%,0% for 12 months,Spend Insights,15%,Travel Insurance,78.85219624
All,$95 ,2%,0% for 12 months,Spend Insights,20%,None,377.3683872
All,$95 ,2%,0% for 12 months,Spend Insights,20%,Airport Lounge,339.650909
All,$95 ,2%,0% for 12 months,Spend Insights,20%,Travel Insurance,339.5484024
All,$95 ,2%,0% for 12 months,Spend Insights,25%,None,454.512354
All,$95 ,2%,0% for 12 months,Spend Insights,25%,Airport Lounge,472.7690851
All,$95 ,2%,0% for 12 months,Spend Insights,25%,Travel Insurance,472.5367395
All,$95 ,2%,0% for 12 months,Spend Insights,30%,None,374.9236446
All,$95 ,2%,0% for 12 months,Spend Insights,30%,Airport Lounge,453.0375907
All,$95 ,2%,0% for 12 months,Spend Insights,30%,Travel Insurance,452.6447406
All,$95 ,2%,0% for 12 months,Budget Coaching,15%,None,151.9350218
All,$95 ,2%,0% for 12 months,Budget Coaching,15%,Airport Lounge,70.02375209
All,$95 ,2%,0% for 12 months,Budget Coaching,15%,Travel Insurance,70.0118464
All,$95 ,2%,0% for 12 months,Budget Coaching,20%,None,376.7935743
All,$95 ,2%,0% for 12 months,Budget Coaching,20%,Airport Lounge,334.221414
All,$95 ,2%,0% for 12 months,Budget Coaching,20%,Travel Insurance,334.1282911
All,$95 ,2%,0% for 12 months,Budget Coaching,25%,None,461.2519167
All,$95 ,2%,0% for 12 months,Budget Coaching,25%,Airport Lounge,472.4993278
All,$95 ,2%,0% for 12 months,Budget Coaching,25%,Travel Insurance,472.2835514
All,$95 ,2%,0% for 12 months,Budget Coaching,30%,None,387.5963705
All,$95 ,2%,0% for 12 months,Budget Coaching,30%,Airport Lounge,459.8431497
All,$95 ,2%,0% for 12 months,Budget Coaching,30%,Travel Insurance,459.467789
All,$95 ,2%,0% for 18 months,Basic App,15%,None,-46.13042669
All,$95 ,2%,0% for 18 months,Basic App,15%,Airport Lounge,-142.2009097
All,$95 ,2%,0% for 18 months,Basic App,15%,Travel Insurance,-142.1708212
All,$95 ,2%,0% for 18 months,Basic App,20%,None,184.19552
All,$95 ,2%,0% for 18 months,Basic App,20%,Airport Lounge,125.5920317
All,$95 ,2%,0% for 18 months,Basic App,20%,Travel Insurance,125.5489624
All,$95 ,2%,0% for 18 months,Basic App,25%,None,280.4161621
All,$95 ,2%,0% for 18 months,Basic App,25%,Airport Lounge,270.640239
All,$95 ,2%,0% for 18 months,Basic App,25%,Travel Insurance,270.4908172
All,$95 ,2%,0% for 18 months,Basic App,30%,None,240.5210808
All,$95 ,2%,0% for 18 months,Basic App,30%,Airport Lounge,279.4163693
All,$95 ,2%,0% for 18 months,Basic App,30%,Travel Insurance,279.1501512
All,$95 ,2%,0% for 18 months,Spend Insights,15%,None,-58.1243097
All,$95 ,2%,0% for 18 months,Spend Insights,15%,Airport Lounge,-156.3424146
All,$95 ,2%,0% for 18 months,Spend Insights,15%,Travel Insurance,-156.3213926
All,$95 ,2%,0% for 18 months,Spend Insights,20%,None,195.3295059
All,$95 ,2%,0% for 18 months,Spend Insights,20%,Airport Lounge,123.2793532
All,$95 ,2%,0% for 18 months,Spend Insights,20%,Travel Insurance,123.2519277
All,$95 ,2%,0% for 18 months,Spend Insights,25%,None,319.5944655
All,$95 ,2%,0% for 18 months,Spend Insights,25%,Airport Lounge,286.559972
All,$95 ,2%,0% for 18 months,Spend Insights,25%,Travel Insurance,286.453813
All,$95 ,2%,0% for 18 months,Spend Insights,30%,None,300.7580771
All,$95 ,2%,0% for 18 months,Spend Insights,30%,Airport Lounge,318.7762752
All,$95 ,2%,0% for 18 months,Spend Insights,30%,Travel Insurance,318.5581346
All,$95 ,2%,0% for 18 months,Budget Coaching,15%,None,-67.68349977
All,$95 ,2%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-166.5709003
All,$95 ,2%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-166.55034
All,$95 ,2%,0% for 18 months,Budget Coaching,20%,None,189.7784312
All,$95 ,2%,0% for 18 months,Budget Coaching,20%,Airport Lounge,115.0080224
All,$95 ,2%,0% for 18 months,Budget Coaching,20%,Travel Insurance,114.9844652
All,$95 ,2%,0% for 18 months,Budget Coaching,25%,None,319.5533392
All,$95 ,2%,0% for 18 months,Budget Coaching,25%,Airport Lounge,281.5138716
All,$95 ,2%,0% for 18 months,Budget Coaching,25%,Travel Insurance,281.4173642
All,$95 ,2%,0% for 18 months,Budget Coaching,30%,None,306.7089708
All,$95 ,2%,0% for 18 months,Budget Coaching,30%,Airport Lounge,318.7881355
All,$95 ,2%,0% for 18 months,Budget Coaching,30%,Travel Insurance,318.584079
All,$95 ,3%,None,Basic App,15%,None,368.566747
All,$95 ,3%,None,Basic App,15%,Airport Lounge,340.3454216
All,$95 ,3%,None,Basic App,15%,Travel Insurance,340.2247687
All,$95 ,3%,None,Basic App,20%,None,500.3269923
All,$95 ,3%,None,Basic App,20%,Airport Lounge,544.7959166
All,$95 ,3%,None,Basic App,20%,Travel Insurance,544.4943157
All,$95 ,3%,None,Basic App,25%,None,486.0386197
All,$95 ,3%,None,Basic App,25%,Airport Lounge,600.5895162
All,$95 ,3%,None,Basic App,25%,Travel Insurance,600.0835934
All,$95 ,3%,None,Basic App,30%,None,336.0367405
All,$95 ,3%,None,Basic App,30%,Airport Lounge,483.6451958
All,$95 ,3%,None,Basic App,30%,Travel Insurance,483.0089912
All,$95 ,3%,None,Spend Insights,15%,None,400.4784333
All,$95 ,3%,None,Spend Insights,15%,Airport Lounge,350.3827478
All,$95 ,3%,None,Spend Insights,15%,Travel Insurance,350.3020211
All,$95 ,3%,None,Spend Insights,20%,None,576.2097311
All,$95 ,3%,None,Spend Insights,20%,Airport Lounge,585.6575464
All,$95 ,3%,None,Spend Insights,20%,Travel Insurance,585.4399414
All,$95 ,3%,None,Spend Insights,25%,None,599.0557719
All,$95 ,3%,None,Spend Insights,25%,Airport Lounge,679.9369512
All,$95 ,3%,None,Spend Insights,25%,Travel Insurance,679.5334013
All,$95 ,3%,None,Spend Insights,30%,None,454.0585317
All,$95 ,3%,None,Spend Insights,30%,Airport Lounge,596.7935073
All,$95 ,3%,None,Spend Insights,30%,Travel Insurance,596.1912883
All,$95 ,3%,None,Budget Coaching,15%,None,398.2014045
All,$95 ,3%,None,Budget Coaching,15%,Airport Lounge,343.9470049
All,$95 ,3%,None,Budget Coaching,15%,Travel Insurance,343.8740232
All,$95 ,3%,None,Budget Coaching,20%,None,582.2143662
All,$95 ,3%,None,Budget Coaching,20%,Airport Lounge,584.4116972
All,$95 ,3%,None,Budget Coaching,20%,Travel Insurance,584.2107508
All,$95 ,3%,None,Budget Coaching,25%,None,613.6960518
All,$95 ,3%,None,Budget Coaching,25%,Airport Lounge,685.95115
All,$95 ,3%,None,Budget Coaching,25%,Travel Insurance,685.5715195
All,$95 ,3%,None,Budget Coaching,30%,None,473.6075731
All,$95 ,3%,None,Budget Coaching,30%,Airport Lounge,611.5037607
All,$95 ,3%,None,Budget Coaching,30%,Travel Insurance,610.9200173
All,$95 ,3%,0% for 12 months,Basic App,15%,None,-4.370737316
All,$95 ,3%,0% for 12 months,Basic App,15%,Airport Lounge,-98.37017322
All,$95 ,3%,0% for 12 months,Basic App,15%,Travel Insurance,-98.35425669
All,$95 ,3%,0% for 12 months,Basic App,20%,None,236.5330581
All,$95 ,3%,0% for 12 months,Basic App,20%,Airport Lounge,174.7762193
All,$95 ,3%,0% for 12 months,Basic App,20%,Travel Insurance,174.7297746
All,$95 ,3%,0% for 12 months,Basic App,25%,None,343.8724738
All,$95 ,3%,0% for 12 months,Basic App,25%,Airport Lounge,327.6010773
All,$95 ,3%,0% for 12 months,Basic App,25%,Travel Insurance,327.4578738
All,$95 ,3%,0% for 12 months,Basic App,30%,None,305.4559351
All,$95 ,3%,0% for 12 months,Basic App,30%,Airport Lounge,342.8597619
All,$95 ,3%,0% for 12 months,Basic App,30%,Travel Insurance,342.5898912
All,$95 ,3%,0% for 12 months,Spend Insights,15%,None,-13.7794582
All,$95 ,3%,0% for 12 months,Spend Insights,15%,Airport Lounge,-110.4213744
All,$95 ,3%,0% for 12 months,Spend Insights,15%,Travel Insurance,-110.4101079
All,$95 ,3%,0% for 12 months,Spend Insights,20%,None,247.3794309
All,$95 ,3%,0% for 12 months,Spend Insights,20%,Airport Lounge,172.7050099
All,$95 ,3%,0% for 12 months,Spend Insights,20%,Travel Insurance,172.6755975
All,$95 ,3%,0% for 12 months,Spend Insights,25%,None,381.7727553
All,$95 ,3%,0% for 12 months,Spend Insights,25%,Airport Lounge,341.743521
All,$95 ,3%,0% for 12 months,Spend Insights,25%,Travel Insurance,341.6451407
All,$95 ,3%,0% for 12 months,Spend Insights,30%,None,369.5073622
All,$95 ,3%,0% for 12 months,Spend Insights,30%,Airport Lounge,380.9882513
All,$95 ,3%,0% for 12 months,Spend Insights,30%,Travel Insurance,380.7789577
All,$95 ,3%,0% for 12 months,Budget Coaching,15%,None,-23.12794085
All,$95 ,3%,0% for 12 months,Budget Coaching,15%,Airport Lounge,-120.436458
All,$95 ,3%,0% for 12 months,Budget Coaching,15%,Travel Insurance,-120.4251899
All,$95 ,3%,0% for 12 months,Budget Coaching,20%,None,241.4460289
All,$95 ,3%,0% for 12 months,Budget Coaching,20%,Airport Lounge,164.3106558
All,$95 ,3%,0% for 12 months,Budget Coaching,20%,Travel Insurance,164.2849369
All,$95 ,3%,0% for 12 months,Budget Coaching,25%,None,380.887344
All,$95 ,3%,0% for 12 months,Budget Coaching,25%,Airport Lounge,336.1215198
All,$95 ,3%,0% for 12 months,Budget Coaching,25%,Travel Insurance,336.0322301
All,$95 ,3%,0% for 12 months,Budget Coaching,30%,None,375.0982895
All,$95 ,3%,0% for 12 months,Budget Coaching,30%,Airport Lounge,380.1586414
All,$95 ,3%,0% for 12 months,Budget Coaching,30%,Travel Insurance,379.9641998
All,$95 ,3%,0% for 18 months,Basic App,15%,None,-231.2886134
All,$95 ,3%,0% for 18 months,Basic App,15%,Airport Lounge,-338.7432109
All,$95 ,3%,0% for 18 months,Basic App,15%,Travel Insurance,-338.703458
All,$95 ,3%,0% for 18 months,Basic App,20%,None,38.2648935
All,$95 ,3%,0% for 18 months,Basic App,20%,Airport Lounge,-50.81320212
All,$95 ,3%,0% for 18 months,Basic App,20%,Travel Insurance,-50.8032903
All,$95 ,3%,0% for 18 months,Basic App,25%,None,186.6030336
All,$95 ,3%,0% for 18 months,Basic App,25%,Airport Lounge,126.4720408
All,$95 ,3%,0% for 18 months,Basic App,25%,Travel Insurance,126.4306356
All,$95 ,3%,0% for 18 months,Basic App,30%,None,205.97249
All,$95 ,3%,0% for 18 months,Basic App,30%,Airport Lounge,186.1737211
All,$95 ,3%,0% for 18 months,Basic App,30%,Travel Insurance,186.0592229
All,$95 ,3%,0% for 18 months,Spend Insights,15%,None,-249.2772474
All,$95 ,3%,0% for 18 months,Spend Insights,15%,Airport Lounge,-354.5320201
All,$95 ,3%,0% for 18 months,Spend Insights,15%,Travel Insurance,-354.5059624
All,$95 ,3%,0% for 18 months,Spend Insights,20%,None,31.58019027
All,$95 ,3%,0% for 18 months,Spend Insights,20%,Airport Lounge,-61.86392703
All,$95 ,3%,0% for 18 months,Spend Insights,20%,Travel Insurance,-61.85627813
All,$95 ,3%,0% for 18 months,Spend Insights,25%,None,197.0588293
All,$95 ,3%,0% for 18 months,Spend Insights,25%,Airport Lounge,123.8382779
All,$95 ,3%,0% for 18 months,Spend Insights,25%,Travel Insurance,123.8120416
All,$95 ,3%,0% for 18 months,Spend Insights,30%,None,236.7032772
All,$95 ,3%,0% for 18 months,Spend Insights,30%,Airport Lounge,196.7515085
All,$95 ,3%,0% for 18 months,Spend Insights,30%,Travel Insurance,196.6694685
All,$95 ,3%,0% for 18 months,Budget Coaching,15%,None,-260.0133791
All,$95 ,3%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-365.1476903
All,$95 ,3%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-365.1231042
All,$95 ,3%,0% for 18 months,Budget Coaching,20%,None,22.74882972
All,$95 ,3%,0% for 18 months,Budget Coaching,20%,Airport Lounge,-71.67948362
All,$95 ,3%,0% for 18 months,Budget Coaching,20%,Travel Insurance,-71.67135096
All,$95 ,3%,0% for 18 months,Budget Coaching,25%,None,191.3354801
All,$95 ,3%,0% for 18 months,Budget Coaching,25%,Airport Lounge,115.4879311
All,$95 ,3%,0% for 18 months,Budget Coaching,25%,Travel Insurance,115.4654116
All,$95 ,3%,0% for 18 months,Budget Coaching,30%,None,235.5948337
All,$95 ,3%,0% for 18 months,Budget Coaching,30%,Airport Lounge,191.0589209
All,$95 ,3%,0% for 18 months,Budget Coaching,30%,Travel Insurance,190.985082
All,$150 ,1%,None,Basic App,15%,None,161.5642376
All,$150 ,1%,None,Basic App,15%,Airport Lounge,258.7948609
All,$150 ,1%,None,Basic App,15%,Travel Insurance,258.334346
All,$150 ,1%,None,Basic App,20%,None,133.2846529
All,$150 ,1%,None,Basic App,20%,Airport Lounge,233.6379053
All,$150 ,1%,None,Basic App,20%,Travel Insurance,233.1617278
All,$150 ,1%,None,Basic App,25%,None,91.21392025
All,$150 ,1%,None,Basic App,25%,Airport Lounge,169.3106255
All,$150 ,1%,None,Basic App,25%,Travel Insurance,168.9319598
All,$150 ,1%,None,Basic App,30%,None,46.78547651
All,$150 ,1%,None,Basic App,30%,Airport Lounge,90.39440764
All,$150 ,1%,None,Basic App,30%,Travel Insurance,90.17769394
All,$150 ,1%,None,Spend Insights,15%,None,234.8608003
All,$150 ,1%,None,Spend Insights,15%,Airport Lounge,349.2021254
All,$150 ,1%,None,Spend Insights,15%,Travel Insurance,348.6799785
All,$150 ,1%,None,Spend Insights,20%,None,201.471196
All,$150 ,1%,None,Spend Insights,20%,Airport Lounge,334.0117014
All,$150 ,1%,None,Spend Insights,20%,Travel Insurance,333.4075558
All,$150 ,1%,None,Spend Insights,25%,None,141.6623498
All,$150 ,1%,None,Spend Insights,25%,Airport Lounge,253.2904428
All,$150 ,1%,None,Spend Insights,25%,Travel Insurance,252.7650695
All,$150 ,1%,None,Spend Insights,30%,None,74.15409997
All,$150 ,1%,None,Spend Insights,30%,Airport Lounge,140.4373423
All,$150 ,1%,None,Spend Insights,30%,Travel Insurance,140.1132592
All,$150 ,1%,None,Budget Coaching,15%,None,248.421624
All,$150 ,1%,None,Budget Coaching,15%,Airport Lounge,363.3397577
All,$150 ,1%,None,Budget Coaching,15%,Travel Insurance,362.8169373
All,$150 ,1%,None,Budget Coaching,20%,None,215.3924282
All,$150 ,1%,None,Budget Coaching,20%,Airport Lounge,352.5626275
All,$150 ,1%,None,Budget Coaching,20%,Travel Insurance,351.9420437
All,$150 ,1%,None,Budget Coaching,25%,None,152.5300454
All,$150 ,1%,None,Budget Coaching,25%,Airport Lounge,270.2901419
